dis_no,year,seq,glide,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,disaster_subsubtype,event_name,country,iso,region,continent,location,origin,associated_dis,associated_dis2,ofda_response,appeal,declaration,aid_contribution,dis_mag_value,dis_mag_scale,latitude,longitude,local_time,river_basin,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,no_injured,no_affected,no_homeless,total_affected,reconstruction_costs_000_us,reconstruction_costs_adjusted_000_us,insured_damages_000_us,insured_damages_adjusted_000_us,total_damages_000_us,total_damages_adjusted_000_us,cpi,adm_level,admin1_code,admin2_code,geo_locations,adm1_name,adm2_name,uf,nome_uf,codigo_municipio_completo,nome_municipio
2013-0552-BRA,2013,0552,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Espirito Santo, Minas Gerais provinces",Heavy rains,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,NA,Km2,-18.9538,-41.94,NA,NA,2013,12,17,2014,1,4,64,100,NA,43200,43300,NA,NA,NA,NA,540000,628114,85.9716422479773,1,672,NA,"Espirito Santo, Minas Gerais (Adm1).",Espirito Santo,NA,32,Espírito Santo,NA,NA
2013-0552-BRA,2013,0552,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Espirito Santo, Minas Gerais provinces",Heavy rains,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,NA,Km2,-18.9538,-41.94,NA,NA,2013,12,17,2014,1,4,64,100,NA,43200,43300,NA,NA,NA,NA,540000,628114,85.9716422479773,1,677,NA,"Espirito Santo, Minas Gerais (Adm1).",Minas Gerais,NA,31,Minas Gerais,NA,NA
2013-0519-BRA,2013,0519,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,Lajedinho district (Bahia province),Violent thunderstorms,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2013,12,7,2013,12,10,19,NA,600,NA,600,NA,NA,NA,NA,2000,2326,85.9716422479773,2,NA,6757,Lajedinho (Adm2).,NA,Lajedinho - Bahia,NA,NA,2919009,Lajedinho
2013-0408-BRA,2013,0408,NA,Natural,Meteorological,Storm,Convective storm,NA,NA,Brazil,BRA,South America,Americas,"Taquarituba town (Taquarituba district, Sao Paulo province), Santa Catarina province",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,2013,9,21,2013,9,22,2,64,13800,NA,13864,NA,NA,NA,NA,90000,104686,85.9716422479773,1;2,688,11580,Santa Catarina (Adm1). Taquarituba (Adm2).,Santa Catarina,Taquarituba - Sao Paulo,42,Santa Catarina,3553807,Taquarituba
2014-0002-BRA,2014,0002,NA,Natural,Hydrological,Flood,Flash flood,NA,NA,Brazil,BRA,South America,Americas,"Itaoca, Apiai districts (Sao Paulo province)",Torrential rains,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,Palmital,2014,1,12,2014,1,13,20,NA,600,NA,600,NA,NA,NA,NA,NA,NA,87.3662978351193,2,NA,11008,"Apiai, Itaoca (Adm2).",NA,Apiai - Sao Paulo,NA,NA,3502705,Apiaí
2014-0002-BRA,2014,0002,NA,Natural,Hydrological,Flood,Flash flood,NA,NA,Brazil,BRA,South America,Americas,"Itaoca, Apiai districts (Sao Paulo province)",Torrential rains,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,Palmital,2014,1,12,2014,1,13,20,NA,600,NA,600,NA,NA,NA,NA,NA,NA,87.3662978351193,2,NA,11234,"Apiai, Itaoca (Adm2).",NA,Itaoca - Sao Paulo,NA,NA,3522158,Itaoca
2014-0245-BRA,2014,0245,NA,Natural,Hydrological,Flood,Flash flood,NA,NA,Brazil,BRA,South America,Americas,Rio Grande do Sul,Heavy rains,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,Uruguay river,2014,7,3,2014,7,14,10,NA,50000,NA,50000,NA,NA,NA,NA,NA,NA,87.3662978351193,1,685,NA,Rio Grande Do Sul (Adm1).,Rio Grande Do Sul,NA,43,Rio Grande do Sul,NA,NA
2014-0103-BRA,2014,0103,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Rondonia, Acre provinces",Persistent rainfall,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,Madeira,2014,2,15,2014,3,NA,NA,NA,NA,67500,67500,NA,NA,NA,NA,200000,228921,87.3662978351193,1,665,NA,"Acre, Rondonia (Adm1).",Acre,NA,12,Acre,NA,NA
2014-0103-BRA,2014,0103,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Rondonia, Acre provinces",Persistent rainfall,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,Madeira,2014,2,15,2014,3,NA,NA,NA,NA,67500,67500,NA,NA,NA,NA,200000,228921,87.3662978351193,1,686,NA,"Acre, Rondonia (Adm1).",Rondonia,NA,11,Rondônia,NA,NA
2014-0188-BRA,2014,0188,FL-2014-000007,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,Parana and Santa Catarina states,Heavy Rains,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2014,6,7,2014,6,30,11,52,500000,NA,500052,NA,NA,NA,NA,NA,NA,87.3662978351193,1,680,NA,"Parana, Santa Catarina (Adm1).",Parana,NA,41,Paraná,NA,NA
2014-0188-BRA,2014,0188,FL-2014-000007,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,Parana and Santa Catarina states,Heavy Rains,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2014,6,7,2014,6,30,11,52,500000,NA,500052,NA,NA,NA,NA,NA,NA,87.3662978351193,1,688,NA,"Parana, Santa Catarina (Adm1).",Santa Catarina,NA,42,Santa Catarina,NA,NA
2014-9025-BRA,2014,9025,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Alagoas, Bahia, Ceara, Maranhao, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Sergipe provinces","Lack of rain 2012 and 2013, high temperatures",NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2014,1,NA,2016,12,NA,NA,NA,27000000,NA,27000000,NA,NA,NA,NA,5000000,5723031,87.3662978351193,1,666,NA,"Alagoas, Bahia, Ceara, Maranhao, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Sergipe (Adm1).",Alagoas,NA,27,Alagoas,NA,NA
2014-9025-BRA,2014,9025,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Alagoas, Bahia, Ceara, Maranhao, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Sergipe provinces","Lack of rain 2012 and 2013, high temperatures",NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2014,1,NA,2016,12,NA,NA,NA,27000000,NA,27000000,NA,NA,NA,NA,5000000,5723031,87.3662978351193,1,669,NA,"Alagoas, Bahia, Ceara, Maranhao, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Sergipe (Adm1).",Bahia,NA,29,Bahia,NA,NA
2014-9025-BRA,2014,9025,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Alagoas, Bahia, Ceara, Maranhao, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Sergipe provinces","Lack of rain 2012 and 2013, high temperatures",NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2014,1,NA,2016,12,NA,NA,NA,27000000,NA,27000000,NA,NA,NA,NA,5000000,5723031,87.3662978351193,1,670,NA,"Alagoas, Bahia, Ceara, Maranhao, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Sergipe (Adm1).",Ceara,NA,23,Ceará,NA,NA
2014-9025-BRA,2014,9025,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Alagoas, Bahia, Ceara, Maranhao, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Sergipe provinces","Lack of rain 2012 and 2013, high temperatures",NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2014,1,NA,2016,12,NA,NA,NA,27000000,NA,27000000,NA,NA,NA,NA,5000000,5723031,87.3662978351193,1,674,NA,"Alagoas, Bahia, Ceara, Maranhao, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Sergipe (Adm1).",Maranhao,NA,21,Maranhão,NA,NA
2014-9025-BRA,2014,9025,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Alagoas, Bahia, Ceara, Maranhao, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Sergipe provinces","Lack of rain 2012 and 2013, high temperatures",NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2014,1,NA,2016,12,NA,NA,NA,27000000,NA,27000000,NA,NA,NA,NA,5000000,5723031,87.3662978351193,1,679,NA,"Alagoas, Bahia, Ceara, Maranhao, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Sergipe (Adm1).",Paraiba,NA,25,Paraíba,NA,NA
2014-9025-BRA,2014,9025,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Alagoas, Bahia, Ceara, Maranhao, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Sergipe provinces","Lack of rain 2012 and 2013, high temperatures",NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2014,1,NA,2016,12,NA,NA,NA,27000000,NA,27000000,NA,NA,NA,NA,5000000,5723031,87.3662978351193,1,681,NA,"Alagoas, Bahia, Ceara, Maranhao, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Sergipe (Adm1).",Pernambuco,NA,26,Pernambuco,NA,NA
2014-9025-BRA,2014,9025,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Alagoas, Bahia, Ceara, Maranhao, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Sergipe provinces","Lack of rain 2012 and 2013, high temperatures",NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2014,1,NA,2016,12,NA,NA,NA,27000000,NA,27000000,NA,NA,NA,NA,5000000,5723031,87.3662978351193,1,682,NA,"Alagoas, Bahia, Ceara, Maranhao, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Sergipe (Adm1).",Piaui,NA,22,Piauí,NA,NA
2014-9025-BRA,2014,9025,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Alagoas, Bahia, Ceara, Maranhao, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Sergipe provinces","Lack of rain 2012 and 2013, high temperatures",NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2014,1,NA,2016,12,NA,NA,NA,27000000,NA,27000000,NA,NA,NA,NA,5000000,5723031,87.3662978351193,1,684,NA,"Alagoas, Bahia, Ceara, Maranhao, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Sergipe (Adm1).",Rio Grande Do Norte,NA,24,Rio Grande do Norte,NA,NA
2014-9025-BRA,2014,9025,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Alagoas, Bahia, Ceara, Maranhao, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Sergipe provinces","Lack of rain 2012 and 2013, high temperatures",NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,2014,1,NA,2016,12,NA,NA,NA,27000000,NA,27000000,NA,NA,NA,NA,5000000,5723031,87.3662978351193,1,690,NA,"Alagoas, Bahia, Ceara, Maranhao, Paraiba, Pernambuco, Piaui, Rio Grande Do Norte, Sergipe (Adm1).",Sergipe,NA,28,Sergipe,NA,NA
2015-0285-BRA,2015,0285,FL-2015-000092,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Parana, Santa Catarina provinces, Rio Grande do Sul province",NA,Storm,NA,NA,NA,Yes,NA,115,Km2,-25.5689,-50.75,NA,Uruguay river,2015,7,10,2015,7,21,3,NA,283140,NA,283140,NA,NA,NA,NA,NA,NA,87.4699322108025,1,680,NA,"Parana, Rio Grande Do Sul, Santa Catarina (Adm1).",Parana,NA,41,Paraná,NA,NA
2015-0285-BRA,2015,0285,FL-2015-000092,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Parana, Santa Catarina provinces, Rio Grande do Sul province",NA,Storm,NA,NA,NA,Yes,NA,115,Km2,-25.5689,-50.75,NA,Uruguay river,2015,7,10,2015,7,21,3,NA,283140,NA,283140,NA,NA,NA,NA,NA,NA,87.4699322108025,1,685,NA,"Parana, Rio Grande Do Sul, Santa Catarina (Adm1).",Rio Grande Do Sul,NA,43,Rio Grande do Sul,NA,NA
2015-0285-BRA,2015,0285,FL-2015-000092,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Parana, Santa Catarina provinces, Rio Grande do Sul province",NA,Storm,NA,NA,NA,Yes,NA,115,Km2,-25.5689,-50.75,NA,Uruguay river,2015,7,10,2015,7,21,3,NA,283140,NA,283140,NA,NA,NA,NA,NA,NA,87.4699322108025,1,688,NA,"Parana, Rio Grande Do Sul, Santa Catarina (Adm1).",Santa Catarina,NA,42,Santa Catarina,NA,NA
2015-0156-BRA,2015,0156,NA,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,NA,Brazil,BRA,South America,Americas,Xanxere (Santa Catarina),NA,NA,NA,NA,NA,NA,NA,320,Kph,NA,NA,NA,NA,2015,4,20,2015,4,20,2,97,10940,NA,11037,NA,NA,NA,NA,2000,2287,87.4699322108025,2,NA,10975,Xanxere (Adm2).,NA,Xanxere - Santa Catarina,NA,NA,4219507,Xanxerê
2015-0489-BRA,2015,0489,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Santa Catarina, Rio Grande do Sul provinces",El Nino,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,"Guaiba, Itajai do Sul rivers",2015,10,8,2015,10,20,3,NA,5370,NA,5370,NA,NA,NA,NA,2000,2287,87.4699322108025,1,685,NA,"Rio Grande Do Sul, Santa Catarina (Adm1).",Rio Grande Do Sul,NA,43,Rio Grande do Sul,NA,NA
2015-0489-BRA,2015,0489,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Santa Catarina, Rio Grande do Sul provinces",El Nino,NA,NA,NA,NA,Yes,NA,NA,Km2,NA,NA,NA,"Guaiba, Itajai do Sul rivers",2015,10,8,2015,10,20,3,NA,5370,NA,5370,NA,NA,NA,NA,2000,2287,87.4699322108025,1,688,NA,"Rio Grande Do Sul, Santa Catarina (Adm1).",Santa Catarina,NA,42,Santa Catarina,NA,NA
2015-0551-BRA,2015,0551,FL-2015-000171; FL-2016-000003,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,Rio Grande do Sul province,El Nino,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,"Uruguay, Quarai rivers",2015,12,20,2015,12,26,NA,NA,9000,NA,9000,NA,NA,NA,NA,NA,NA,87.4699322108025,1,685,NA,Rio Grande Do Sul (Adm1).,Rio Grande Do Sul,NA,43,Rio Grande do Sul,NA,NA
2015-0157-BRA,2015,0157,NA,Natural,Hydrological,Landslide,Landslide,NA,NA,Brazil,BRA,South America,Americas,"Salvador city (Salvador district, Bahia state)",Rainfall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,4,27,2015,4,27,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.4699322108025,2,NA,6865,Salvador (Adm2).,NA,Salvador - Bahia,NA,NA,2927408,Salvador
2015-0208-BRA,2015,0208,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Amazonas state; Boca do Acre (Punus region),Heavy rains,NA,NA,NA,No,No,NA,450353,Km2,-6.97805,-67.8,NA,NA,2015,4,1,2015,5,2,5,NA,1000,NA,1000,NA,NA,NA,NA,NA,NA,87.4699322108025,2,NA,6484,Boca Do Acre (Adm2).,NA,Boca Do Acre - Amazonas,NA,NA,1300706,Boca do Acre
2016-0077-BRA,2016,0077,NA,Natural,Hydrological,Flood,Flash flood,NA,NA,Brazil,BRA,South America,Americas,"Mairipora, Francisco Morato, Itapevi, Guarulhos, Cajamar districts (Sao Paulo province), Rio de Janeiro province",Torrential arins,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,Pinheiros,2016,3,10,2016,3,11,30,NA,NA,NA,NA,NA,NA,NA,NA,100000,112901,88.573452875574,1;2,683,11082,"Rio De Janeiro (Adm1). Cajamar, Francisco Morato, Guarulhos, Itapevi, Mairipora (Adm2).",Rio De Janeiro,Cajamar - Sao Paulo,33,Rio de Janeiro,3509205,Cajamar
2016-0077-BRA,2016,0077,NA,Natural,Hydrological,Flood,Flash flood,NA,NA,Brazil,BRA,South America,Americas,"Mairipora, Francisco Morato, Itapevi, Guarulhos, Cajamar districts (Sao Paulo province), Rio de Janeiro province",Torrential arins,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,Pinheiros,2016,3,10,2016,3,11,30,NA,NA,NA,NA,NA,NA,NA,NA,100000,112901,88.573452875574,1;2,683,11167,"Rio De Janeiro (Adm1). Cajamar, Francisco Morato, Guarulhos, Itapevi, Mairipora (Adm2).",Rio De Janeiro,Francisco Morato - Sao Paulo,33,Rio de Janeiro,3516309,Francisco Morato
2016-0077-BRA,2016,0077,NA,Natural,Hydrological,Flood,Flash flood,NA,NA,Brazil,BRA,South America,Americas,"Mairipora, Francisco Morato, Itapevi, Guarulhos, Cajamar districts (Sao Paulo province), Rio de Janeiro province",Torrential arins,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,Pinheiros,2016,3,10,2016,3,11,30,NA,NA,NA,NA,NA,NA,NA,NA,100000,112901,88.573452875574,1;2,683,11193,"Rio De Janeiro (Adm1). Cajamar, Francisco Morato, Guarulhos, Itapevi, Mairipora (Adm2).",Rio De Janeiro,Guarulhos - Sao Paulo,33,Rio de Janeiro,3518800,Guarulhos
2016-0077-BRA,2016,0077,NA,Natural,Hydrological,Flood,Flash flood,NA,NA,Brazil,BRA,South America,Americas,"Mairipora, Francisco Morato, Itapevi, Guarulhos, Cajamar districts (Sao Paulo province), Rio de Janeiro province",Torrential arins,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,Pinheiros,2016,3,10,2016,3,11,30,NA,NA,NA,NA,NA,NA,NA,NA,100000,112901,88.573452875574,1;2,683,11238,"Rio De Janeiro (Adm1). Cajamar, Francisco Morato, Guarulhos, Itapevi, Mairipora (Adm2).",Rio De Janeiro,Itapevi - Sao Paulo,33,Rio de Janeiro,3522505,Itapevi
2016-0077-BRA,2016,0077,NA,Natural,Hydrological,Flood,Flash flood,NA,NA,Brazil,BRA,South America,Americas,"Mairipora, Francisco Morato, Itapevi, Guarulhos, Cajamar districts (Sao Paulo province), Rio de Janeiro province",Torrential arins,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,Pinheiros,2016,3,10,2016,3,11,30,NA,NA,NA,NA,NA,NA,NA,NA,100000,112901,88.573452875574,1;2,683,11301,"Rio De Janeiro (Adm1). Cajamar, Francisco Morato, Guarulhos, Itapevi, Mairipora (Adm2).",Rio De Janeiro,Mairipora - Sao Paulo,33,Rio de Janeiro,3528502,Mairiporã
2016-0033-BRA,2016,0033,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Arapongas, Rolândia, Londrina districts (Parana province), Sao Paulo province, Aquidauana, Miranda, Dois Irmãos do Buriti, Taquarussu districts (Mato Grosso do Sul province)",El Nino,NA,NA,NA,NA,Yes,NA,110515,Km2,-179.555,-56.44,NA,NA,2016,1,9,2016,1,15,3,NA,50500,NA,50500,NA,NA,NA,NA,100000,112901,88.573452875574,1;2,689,7676,"Sao Paulo (Adm1). Aquidauana, Arapongas, Dois Irmaos Do Buriti, Londrina, Miranda, Rolandia, Taquarussu (Adm2).",Sao Paulo,Aquidauana - Mato Grosso Do Sul,35,São Paulo,5001102,Aquidauana
2016-0033-BRA,2016,0033,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Arapongas, Rolândia, Londrina districts (Parana province), Sao Paulo province, Aquidauana, Miranda, Dois Irmãos do Buriti, Taquarussu districts (Mato Grosso do Sul province)",El Nino,NA,NA,NA,NA,Yes,NA,110515,Km2,-179.555,-56.44,NA,NA,2016,1,9,2016,1,15,3,NA,50500,NA,50500,NA,NA,NA,NA,100000,112901,88.573452875574,1;2,689,7697,"Sao Paulo (Adm1). Aquidauana, Arapongas, Dois Irmaos Do Buriti, Londrina, Miranda, Rolandia, Taquarussu (Adm2).",Sao Paulo,Dois Irmaos Do Buriti - Mato Grosso Do Sul,35,São Paulo,5003488,Dois Irmãos do Buriti
2016-0033-BRA,2016,0033,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Arapongas, Rolândia, Londrina districts (Parana province), Sao Paulo province, Aquidauana, Miranda, Dois Irmãos do Buriti, Taquarussu districts (Mato Grosso do Sul province)",El Nino,NA,NA,NA,NA,Yes,NA,110515,Km2,-179.555,-56.44,NA,NA,2016,1,9,2016,1,15,3,NA,50500,NA,50500,NA,NA,NA,NA,100000,112901,88.573452875574,1;2,689,7717,"Sao Paulo (Adm1). Aquidauana, Arapongas, Dois Irmaos Do Buriti, Londrina, Miranda, Rolandia, Taquarussu (Adm2).",Sao Paulo,Miranda - Mato Grosso Do Sul,35,São Paulo,5005608,Miranda
2016-0033-BRA,2016,0033,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Arapongas, Rolândia, Londrina districts (Parana province), Sao Paulo province, Aquidauana, Miranda, Dois Irmãos do Buriti, Taquarussu districts (Mato Grosso do Sul province)",El Nino,NA,NA,NA,NA,Yes,NA,110515,Km2,-179.555,-56.44,NA,NA,2016,1,9,2016,1,15,3,NA,50500,NA,50500,NA,NA,NA,NA,100000,112901,88.573452875574,1;2,689,7741,"Sao Paulo (Adm1). Aquidauana, Arapongas, Dois Irmaos Do Buriti, Londrina, Miranda, Rolandia, Taquarussu (Adm2).",Sao Paulo,Taquarussu - Mato Grosso Do Sul,35,São Paulo,5007976,Taquarussu
2016-0033-BRA,2016,0033,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Arapongas, Rolândia, Londrina districts (Parana province), Sao Paulo province, Aquidauana, Miranda, Dois Irmãos do Buriti, Taquarussu districts (Mato Grosso do Sul province)",El Nino,NA,NA,NA,NA,Yes,NA,110515,Km2,-179.555,-56.44,NA,NA,2016,1,9,2016,1,15,3,NA,50500,NA,50500,NA,NA,NA,NA,100000,112901,88.573452875574,1;2,689,9107,"Sao Paulo (Adm1). Aquidauana, Arapongas, Dois Irmaos Do Buriti, Londrina, Miranda, Rolandia, Taquarussu (Adm2).",Sao Paulo,Arapongas - Parana,35,São Paulo,4101507,Arapongas
2016-0033-BRA,2016,0033,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Arapongas, Rolândia, Londrina districts (Parana province), Sao Paulo province, Aquidauana, Miranda, Dois Irmãos do Buriti, Taquarussu districts (Mato Grosso do Sul province)",El Nino,NA,NA,NA,NA,Yes,NA,110515,Km2,-179.555,-56.44,NA,NA,2016,1,9,2016,1,15,3,NA,50500,NA,50500,NA,NA,NA,NA,100000,112901,88.573452875574,1;2,689,9281,"Sao Paulo (Adm1). Aquidauana, Arapongas, Dois Irmaos Do Buriti, Londrina, Miranda, Rolandia, Taquarussu (Adm2).",Sao Paulo,Londrina - Parana,35,São Paulo,4113700,Londrina
2016-0033-BRA,2016,0033,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Arapongas, Rolândia, Londrina districts (Parana province), Sao Paulo province, Aquidauana, Miranda, Dois Irmãos do Buriti, Taquarussu districts (Mato Grosso do Sul province)",El Nino,NA,NA,NA,NA,Yes,NA,110515,Km2,-179.555,-56.44,NA,NA,2016,1,9,2016,1,15,3,NA,50500,NA,50500,NA,NA,NA,NA,100000,112901,88.573452875574,1;2,689,9401,"Sao Paulo (Adm1). Aquidauana, Arapongas, Dois Irmaos Do Buriti, Londrina, Miranda, Rolandia, Taquarussu (Adm2).",Sao Paulo,Rolandia - Parana,35,São Paulo,4122404,Rolândia
2016-0518-BRA,2016,0518,NA,Natural,Biological,Epidemic,Viral disease,NA,Yellow fever,Brazil,BRA,South America,Americas,"Ribeirão Preto (Jaboticabal, Monte Alto, Ribeirão Preto); Barretos (Cajobi and Severínea); São José do Rio Preto (Pindorama, Potirendaba, Catanduva, Ibira, Adolfo, Catiguá, and São José do Rio Preto) - Sao Paulo; Minas Gerais,; Espirito Santo; Brasilia, Goias, Mato Grosso do Sul; Tocantins; Bahia, Rio Grande do Norte",NA,NA,NA,NA,NA,Yes,NA,NA,Vaccinated,NA,NA,NA,NA,2016,12,18,2017,4,1,261,777,NA,NA,777,NA,NA,NA,NA,NA,NA,88.573452875574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-0202-BRA,2017,0202,FL-2017-000067,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Pernambuco (Caruaru, Ipojuca, Joaquim Nabuco, Jurema, Lagoa dos Gatos, Primavera, Quipapá, Sirinhaém, Tamandaré, Xexéu, Belém de Maria, Gameleira, Palmares, Amaraji, Maraial, Ribeirão, Cortês, Barra de Guabiraba, São Benedito do Sul, Rio Formoso, Catende, Água Preta, Jaqueira, Barreiros), Alagoas (Metropolitan Region, Paraiba Valley, Mundau Valley, North Coast, Grota de Santo Amaro, Callejón de la Anastácia, Riacho Velho, Carrasco, Piedras, Malhadas, Barra Nova, Playa Francés, Sitio Auxiliadora, Macéio, Atalaia, São Luis do Quitunde, Satuba, União dos Palmares, Capela, Chã Preta, Colônia Leopoldina, Jacuípe, Jundiá, Marechal Deodoro, Paulo Jacinto, Pilar, Quebrangulo, Rio Largo, Santa Luzia do Norte, Santana do Mundaú, São José da Laje, Branquinha, Cajueiro, Palmeira dos índios, Pedoca)",Heavy Rainfall,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,266010,Km2,-8.096,-38.231,NA,NA,2017,5,26,2017,6,10,14,NA,104140,NA,104140,NA,NA,NA,NA,100000,110546,90.4601793133611,2,NA,6358,"Agua Preta, Amaraji, Atalaia, Barra De Guabiraba, Barreiros, Belem De Maria, Branquinha, Cajueiro, Capela, Caruaru, Catende, Cha Preta, Colonia Leopoldina, Cortes, Escada, Gameleira, Igreja Nova, Ipojuca, Jacuipe, Jaqueira, Joaquim Gomes, Joaquim Nabuco, Jundia, Jurema, Lagoa Dos Gatos, Maceio, Maraial, Marechal Deodoro, Murici, Palmares, Palmeira Dos Indios, Paulo Jacinto, Pilar, Primavera, Quebrangulo, Quipapa, Ribeirao, Rio Formoso, Rio Largo, Santa Luzia Do Norte, Santana Do Mundau, Sao Benedito Do Sul, Sao Jose Da Coroa Grande, Sao Jose Da Laje, Sao Luis Do Quitunde, Satuba, Sirinhaem, Tamandare, Uniao Dos Palmares, Vicosa, Xexeu (Adm2).",NA,Atalaia - Alagoas,NA,NA,2700409,Atalaia
